Time (s),Processed X Gyro,Processed Y Gyro,Processed Z Gyro,Processed X Accel,Processed Y Accel,Processed Z Accel
58.6797272032172,0.244140803813934,-1.46484482288361,0.122070401906967,0.0390013656578958,0.0219726003706455,-1.00799304200336
58.7407806216441,0.122070401906967,-1.46484482288361,0.0610352009534836,0.0419310457073152,0,-1.01604966213927
58.8039982997241,0.244140803813934,-1.46484482288361,0.122070401906967,0.0399168906733394,0.0109863001853228,-1.01092272205278
58.8676064083639,0.305176004767418,-1.46484482288361,0.0610352009534836,0.0349730555899441,0.0360716856084764,-0.990964276716113
58.9271712301,0.244140803813934,-1.40380962193012,0.427246406674385,0.0450438307598233,0.0130004552192986,-0.999020896852016
58.9913639154925,0.244140803813934,-1.46484482288361,0.183105602860451,0.0380858406424522,0.021057075355202,-0.997922266833484
59.0527478956092,0.183105602860451,-1.58691522479057,-0.122070401906967,0.049072140827775,0.0179442903026938,-0.992978431750089
59.1178835157053,0.366211205720901,-1.46484482288361,0.122070401906967,0.0380858406424522,0.0199584453366697,-0.992978431750089
59.1786277541818,0.305176004767418,-1.46484482288361,0.183105602860451,0.043945200741291,0.0139159802347422,-0.999020896852016
59.2414242119974,0.305176004767418,-1.40380962193012,0.183105602860451,0.0329589005559683,0.0029296800494194,-1.01604966213927
59.3039935957414,0.122070401906967,-1.64795042574406,-0.0610352009534836,0.0580442859791219,0.00695799011737108,-0.992062906734645
59.3644705624766,0.244140803813934,-1.46484482288361,0.244140803813934,0.0510862958617508,0.0139159802347422,-1.00890856701881
59.4299786524715,0.305176004767418,-1.58691522479057,0.183105602860451,0.0349730555899441,0.015930135268718,-0.99993642186746
59.4906831209129,0.244140803813934,-1.46484482288361,0.122070401906967,0.0410155206918716,0.0130004552192986,-1.00799304200336
59.5532221425871,0.183105602860451,-1.58691522479057,-0.0610352009534836,0.0479735108092427,0.0109863001853228,-1.01092272205278
59.6173609459966,0.305176004767418,-1.46484482288361,0.183105602860451,0.0410155206918716,0.015930135268718,-0.990964276716113
59.6780756776728,0.244140803813934,-1.40380962193012,0.183105602860451,0.0320433755405247,0.0150146102532744,-1.00103505188599
59.7407801940093,0.183105602860451,-1.40380962193012,0.122070401906967,0.0459593557752669,0.00805662013590336,-1.01092272205278
59.8048595561835,0.244140803813934,-1.46484482288361,-0.0610352009534836,0.0309447455219924,-0.000915525015443563,-1.00890856701881
59.8658146186096,0.183105602860451,-1.46484482288361,-0.122070401906967,0.0289305904880166,0.0300292205065489,-1.00597888696939
59.9271015256299,0.244140803813934,-1.58691522479057,0.183105602860451,0.03698721062392,0.0230712303891778,-0.992978431750089
59.990610850634,0.366211205720901,-2.07519683241844,-0.244140803813934,0.0309447455219924,0.086059351451695,-0.99993642186746
60.05454652752,0.366211205720901,-2.62451364099979,-0.85449281334877,0.0329589005559683,0.0130004552192986,-0.999020896852016
60.1158355727142,0.915528014302254,-0.122070401906967,0.305176004767418,0.0560301309451461,0.0109863001853228,-1.04296609759331
60.1802848389784,5.55420328676701,-1.95312643051147,-6.16455529630184,0.0219726003706455,-0.0230712303891778,-1.02392317727208
