Time----------,Event----------,Altitude----------,Velocity----------,Acceleration----------,Latitude----------,Longitude----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
00:03:27:775,,14102.6,-109.842,12480.9,43.8277,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:28:785,,13985.8,-116.785,13781.6,43.8279,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:29:798,,13886.5,-99.2503,12776.1,43.8281,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:30:810,,13787.1,-99.4074,13324.7,43.8282,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:31:825,,13663.3,-123.795,12615.5,43.8283,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:32:842,,13574.8,-88.526,65539.2,43.8286,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:33:851,,13430.2,-144.56,13079.6,43.8288,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:34:868,,13319.9,-110.358,13708.5,43.829,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:35:875,,13205.2,-114.724,65756.9,43.8291,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:36:888,,13120.4,-84.8042,64820.2,43.8293,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:37:890,,12982.7,-137.653,65938.3,43.8295,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:38:897,,12898.5,-84.1787,65034.4,43.8298,-120.652,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:39:898,,12764.2,-134.291,12464.1,43.83,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:40:913,,12656.8,-107.471,66423.4,43.8301,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:41:921,,12543.1,-113.623,12718.2,43.8302,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:42:923,,12456.5,-86.6824,66530.1,43.8304,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:43:936,,12359.3,-97.1047,12011.4,43.8307,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:44:942,,12235.3,-124.061,11794.8,43.8309,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:45:943,,12146.7,-88.5675,66152.6,43.8311,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:46:953,,12033.6,-113.099,11850.5,43.8312,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:47:965,,11923.2,-110.392,13091,43.8314,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:48:977,,11810.5,-112.724,66399.1,43.8316,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:49:990,,11706.4,-104.136,66812.2,43.8318,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:51:003,,11594,-112.374,13307.5,43.832,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:52:014,,11487.9,-106.101,13109.3,43.8321,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:53:027,,11374.1,-113.815,66215.6,43.8323,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:54:042,,11266.5,-107.574,13203.7,43.8325,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:55:054,,11138.4,-128.143,66647.1,43.8327,-120.651,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:56:067,,11044.9,-93.4229,65514.9,43.8329,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:57:080,,10927.9,-117.041,66292.6,43.833,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:58:096,,10837.8,-90.1342,65600.3,43.8331,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:03:59:108,,10710.5,-127.236,65441.7,43.8332,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:00:120,,10618.8,-91.6861,65705.1,43.8334,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:01:132,,10504.7,-114.113,66407.6,43.8336,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:02:147,,10404.1,-100.643,66455.6,43.8338,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:03:151,,10276.5,-127.615,66082.5,43.8338,-120.65,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:04:172,,10173.5,-102.919,66664.2,43.8339,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:05:173,,10070.1,-103.436,66471,43.8341,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:06:195,,9978.6,-91.5084,12247,43.8343,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:07:199,,9864.28,-114.324,66066.5,43.8344,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:08:215,,9766.14,-98.1419,66360.8,43.8345,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:09:229,,9670.01,-96.1311,65762.3,43.8345,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:10:241,,9549.63,-120.378,65072,43.8346,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:11:253,,9442.79,-106.844,64386.7,43.8348,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:12:262,,9340.51,-102.273,64665.4,43.8349,-120.649,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:13:276,,9245.7,-94.8154,65527.6,43.8349,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:14:290,,9126.54,-119.155,64775.6,43.8349,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:15:295,,9019.9,-106.64,65423.3,43.835,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:16:304,,8914.46,-105.445,65388.2,43.8351,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:17:313,,8816.39,-98.0653,65725.1,43.8352,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:18:324,,8722.75,-93.6375,65533.9,43.8353,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:19:340,,8604.77,-117.984,65778.8,43.8353,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:20:341,,8500.72,-104.046,65410.3,43.8353,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:21:347,,8403.14,-97.584,65252.5,43.8354,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:22:360,,8303.42,-99.717,65504.3,43.8355,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:23:362,,8206.45,-96.968,13147.2,43.8356,-120.648,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:24:369,,8099.69,-106.761,12366.4,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:25:383,,7998.53,-101.166,66663.4,43.8355,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:26:385,,7886.46,-112.068,66620.5,43.8355,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:27:392,,7799.17,-87.2865,66658.2,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:28:405,,7693.4,-105.778,64817.5,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:29:406,,7581.22,-112.172,65508.8,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:30:415,,7480.93,-100.295,63865.5,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:31:427,,7375.43,-105.498,65653.1,43.8355,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:32:441,,7277.36,-98.0667,13447.9,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:33:454,,7174.51,-102.857,12290.2,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:34:457,,7074.72,-99.7859,66626.2,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:35:470,,6970.97,-103.754,12900.7,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:36:481,,6873.38,-97.5898,65820.1,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:37:490,,6096.53,-776.843,65401.7,43.8356,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:38:502,,5996.7,-99.8347,66022.9,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:39:516,,5896.43,-100.274,64707.7,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:40:529,,5800.97,-95.4547,65782.3,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:41:543,,5694.96,-106.016,66499,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:42:555,,5611.67,-83.2901,13646.5,43.8357,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:43:557,,5520.78,-90.884,12223.9,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:44:571,,5412.73,-108.052,13230.1,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:45:571,,5316.13,-96.6008,66048.7,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:46:573,,5219.08,-97.0453,65535,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:47:587,,5123.8,-95.2812,65024.7,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:48:599,,5403.83,280.032,65549.3,43.8358,-120.647,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:49:600,,5298.03,-105.809,66357.1,43.8359,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:50:610,,5200.67,-97.3585,66144.7,43.8358,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:51:613,,5110.58,-90.0861,66511,43.8357,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:52:625,,5010.5,-100.083,65597.1,43.8356,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:53:629,,4904.89,-105.607,64962.3,43.8356,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:54:630,,4796.36,-108.531,65245.9,43.8356,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
00:04:55:642,,4700.88,-95.479,64635.1,43.8356,-120.646,0,0,0,0,0,0,0,6.68902e-198,1.78733e-306
