Time----------,Event----------,Altitude----------,Velocity----------,Acceleration----------,Latitude----------,Longitude----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
00:01:18:549,,30539.7,-337.126,61978.2,43.7929,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:19:550,,30406.8,-132.923,67390,43.7932,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:20:566,,30227.1,-179.689,65725.5,43.7936,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:21:567,,30069.6,-157.523,13364.1,43.794,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:22:568,,29906.1,-163.511,11366.1,43.7943,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:23:583,,29769.5,-136.629,66016.8,43.7946,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:24:585,,29601,-168.501,65292,43.7949,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:25:599,,29439.5,-161.46,65521.8,43.7952,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:26:601,,29299.3,-140.146,66036.5,43.7956,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:27:616,,29159.1,-140.243,64900.9,43.796,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:28:618,,29017.1,-142.011,65636.6,43.7963,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:29:632,,28859.2,-157.912,65336.9,43.7966,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:30:634,,28713.8,-145.374,12488.7,43.7969,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:31:649,,28575.8,-137.984,12030.4,43.7972,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:32:650,,28414,-161.848,13463,43.7976,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:33:666,,28283.3,-130.724,66097,43.798,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:34:667,,28151.6,-131.702,65942.5,43.7983,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:35:682,,27989,-162.502,65473.3,43.7985,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:36:683,,27869.2,-119.822,13756.6,43.7989,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:37:684,,27726.8,-142.437,66028.6,43.7993,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:38:685,,27580.4,-146.439,13329.7,43.7997,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:39:699,,27424.5,-155.897,66337.1,43.8,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:40:701,,27282,-142.435,66458.5,43.8003,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:41:716,,27126.3,-155.726,66146.1,43.8006,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:42:717,,26975.3,-150.944,66490.8,43.8011,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:43:732,,26845.3,-130.029,65022.8,43.8015,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:44:734,,26711.3,-134.011,65569.1,43.8018,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:45:735,,26578,-133.344,65815.9,43.8021,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:46:748,,26419.4,-158.535,65117.1,43.8024,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:47:753,,26283.7,-135.686,64767.1,43.8028,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:48:765,,26142,-141.775,65359.6,43.8032,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:49:767,,26015.2,-126.813,64870.9,43.8035,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:50:782,,25872.5,-142.606,65310,43.8038,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:51:784,,25725.5,-147.042,64915.9,43.8041,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:52:798,,25589.6,-135.931,65882.1,43.8044,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:53:801,,25440.4,-149.18,66171.3,43.8048,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:54:815,,25302.2,-138.157,12880.8,43.8051,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:55:817,,25181.5,-120.766,66058.1,43.8055,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:56:818,,25036.7,-144.792,66790.6,43.8057,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:57:832,,24896.2,-140.434,65870.2,43.806,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:58:835,,24763.7,-132.565,66289.4,43.8063,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:01:59:849,,24631.8,-131.924,64847.3,43.8067,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:00:851,,24504.7,-127.041,13122.9,43.807,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:01:866,,24383.9,-120.813,65098,43.8072,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:02:868,,24280.5,-103.432,64880.3,43.8075,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:03:882,,24088,-192.452,65835.2,43.8077,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:04:884,,23970.4,-117.604,63591.2,43.8081,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:05:898,,23864.4,-106.037,65737.4,43.8084,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:06:900,,23684.4,-179.946,65640.4,43.8087,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:07:901,,23587,-97.4095,66037,43.8089,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:08:915,,23419.8,-167.26,66250.2,43.8091,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:09:917,,23303.6,-116.142,66027.7,43.8095,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:10:931,,23150.9,-152.751,13238.3,43.8098,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:11:932,,23068.1,-82.7811,66095.9,43.8101,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:12:933,,22918,-150.122,65802.3,43.8103,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:13:935,,22798.6,-119.381,66746,43.8105,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:14:949,,22620.8,-177.783,12420.4,43.8108,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:15:951,,22512.6,-108.233,66092,43.8111,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:16:965,,22382.5,-130.113,65636.7,43.8115,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:17:967,,22247.7,-134.727,64678.2,43.8117,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:18:982,,22123.4,-124.337,65102.3,43.8119,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:19:984,,22013.8,-109.554,66075.1,43.8122,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:20:998,,21856.4,-157.418,65575.6,43.8126,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:22:001,,21730.6,-125.811,65534.8,43.8129,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:23:015,,21600.9,-129.711,12910.5,43.8132,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:24:017,,21473.7,-127.209,65269.8,43.8134,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:25:031,,21355.3,-118.42,12663.1,43.8136,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:26:033,,21227.9,-127.36,13280.6,43.8138,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:27:048,,21083,-144.94,66233.1,43.8142,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:28:050,,20969.9,-113.048,65385.3,43.8144,-120.655,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:29:064,,20849.3,-120.665,66454.8,43.8147,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:30:067,,20722.9,-126.33,65191.5,43.8149,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:31:082,,20590.4,-132.532,66254.3,43.8151,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:32:084,,20473.2,-117.218,66465.2,43.8155,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:33:098,,20332.7,-140.511,64995,43.8158,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:34:101,,20235.9,-96.7292,64698.8,43.8161,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:35:115,,20139.5,-96.3999,65742.5,43.8163,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:36:117,,19997.1,-142.482,65268,43.8165,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:37:131,,19845.7,-151.356,65879.7,43.8169,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:38:134,,19725.6,-120.149,66715.7,43.8172,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:39:148,,19616.6,-108.95,12582.7,43.8175,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:40:151,,19501.6,-115.045,66409.2,43.8178,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:41:164,,19369.3,-132.26,13711.8,43.818,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:42:165,,19272.3,-97.0329,65147.1,43.8182,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:43:166,,19139.9,-132.373,13177.6,43.8186,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:44:167,,19005.2,-134.67,13737.6,43.8189,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:45:181,,18865.4,-139.828,66329,43.8191,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:46:183,,18739.5,-125.898,13131.4,43.8193,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:47:188,,18623.3,-116.166,66432,43.8195,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:48:200,,18488.8,-134.555,65795.3,43.8198,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:49:201,,18378.2,-110.606,64887.8,43.8201,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:50:215,,18260.6,-117.551,65108.3,43.8204,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:51:216,,18164.4,-96.1813,65600.6,43.8206,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:52:232,,18048.9,-115.558,65535.5,43.8208,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:53:234,,17897.9,-150.935,65494.2,43.821,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:54:310,,17796.8,-101.116,13274.9,43.8213,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:55:315,,17670,-126.871,66469.6,43.8216,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:56:317,,17548.6,-121.341,12118.9,43.8218,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:57:331,,17427.8,-120.835,66085.4,43.822,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:58:333,,17312.4,-115.398,64412.6,43.8222,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:02:59:347,,17189.2,-123.133,66547,43.8225,-120.654,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:00:348,,17094.9,-94.3216,12904.5,43.8227,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:01:349,,16962.4,-132.513,65800.1,43.8229,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:02:365,,16839.7,-122.741,66582.8,43.8231,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:03:366,,16737.9,-101.801,12709.1,43.8232,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:04:380,,16634.3,-103.59,12401.4,43.8235,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:05:382,,16523.6,-110.696,11524.4,43.8237,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:06:383,,16399,-124.632,12543.2,43.8239,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:07:398,,16298.1,-100.807,12073.9,43.8241,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:08:400,,16164.5,-133.695,66637.9,43.8242,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:09:414,,16053.4,-111.036,66333.6,43.8244,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:10:417,,15933.4,-120.034,13068.8,43.8247,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:11:431,,15829,-104.432,66622.7,43.8249,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:12:433,,15696.3,-132.615,66692,43.8251,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:13:447,,15576.2,-120.136,66060.9,43.8252,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:14:448,,15451.9,-124.279,65950.7,43.8253,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:15:449,,15346.1,-105.815,65454,43.8255,-120.653,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:16:464,,15219.7,-126.377,64804.7,43.8258,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:17:466,,15139.2,-80.5572,63839.3,43.826,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:18:480,,15001.5,-137.661,65636.2,43.8261,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:19:482,,14900.8,-100.68,63970.8,43.8263,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:20:483,,14780.4,-120.466,64687.4,43.8265,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:21:497,,14696,-84.3864,64312.1,43.8268,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:22:499,,14541.4,-154.586,64879.7,43.827,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:23:500,,14434.3,-107.086,64843.3,43.8271,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:24:514,,14323.1,-111.159,12339.5,43.8273,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:25:517,,14212.4,-110.745,66616.8,43.8274,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:26:531,,14102.6,-109.842,12480.9,43.8277,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:27:533,,13985.8,-116.785,13781.6,43.8279,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:28:547,,13886.5,-99.2503,12776.1,43.8281,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:29:550,,13787.1,-99.4074,13324.7,43.8282,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:30:564,,13663.3,-123.795,12615.5,43.8283,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:31:566,,13574.8,-88.526,65539.2,43.8286,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:32:580,,13430.2,-144.56,13079.6,43.8288,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:33:582,,13319.9,-110.358,13708.5,43.829,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
00:03:34:583,,13205.2,-114.724,65756.9,43.8291,-120.652,0,0,0,0,0,0,0,4.24399e-314,7.6604e-312
