,,Max Altitude,Max Velocity,,Max Acceleration(G)
,,32862.6,1477.3,,112303
Time----------,Event----------,Altitude----------,Velocity----------,Acceleration(ft/s)----------,Acceleration(G)----------,High Acceleration(G)----------,Latitude(DD)----------,Longitude(DD)----------,Latitude(DDM)----------,Longitude(DDM)----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
00:00:58:881,,31113.8,-168.605,1.9937e+06,61966.1,1,43.7918,-120.654,N 43° 47.506',W 120° 39.2345',64092,63547,64995,63547,64092,64995,0,1.39096e-307,1.39067e-307
00:00:59:897,,30910.2,-203.583,2.8943e+06,89957.8,1,43.792,-120.654,N 43° 47.5223',W 120° 39.2303',3254,63212,1643,63212,3254,1643,0,1.39096e-307,1.39067e-307
00:01:00:914,,30743.1,-167.091,2.04437e+06,63541,1,43.7924,-120.654,N 43° 47.5416',W 120° 39.2282',63458,60382,2857,60382,63458,2857,0,1.39096e-307,1.39067e-307
00:01:01:931,,30876.9,133.767,256366,7968.12,1,43.7927,-120.654,N 43° 47.5598',W 120° 39.227',61271,200,5258,200,61271,5258,0,1.39096e-307,1.39067e-307
00:01:02:947,,30539.7,-337.126,1.99409e+06,61978.2,1,43.7929,-120.654,N 43° 47.5766',W 120° 39.2274',2145,63978,6677,63978,2145,6677,0,1.39096e-307,1.39067e-307
00:01:03:964,,30406.8,-132.923,2.1682e+06,67390,1,43.7932,-120.654,N 43° 47.5931',W 120° 39.2361',3065,62172,4774,62172,3065,4774,0,1.39096e-307,1.39067e-307
00:01:04:981,,30227.1,-179.689,2.11465e+06,65725.5,1,43.7936,-120.654,N 43° 47.616',W 120° 39.2399',1537,64517,4563,64517,1537,4563,0,1.39096e-307,1.39067e-307
00:01:05:999,,30069.6,-157.523,429977,13364.1,1,43.794,-120.654,N 43° 47.6403',W 120° 39.2384',1322,64833,4581,64833,1322,4581,0,1.39096e-307,1.39067e-307
00:01:07:014,,29906.1,-163.511,365691,11366.1,1,43.7943,-120.654,N 43° 47.6602',W 120° 39.2371',2171,64627,4677,64627,2171,4677,0,1.39096e-307,1.39067e-307
00:01:08:030,,29769.5,-136.629,2.12403e+06,66016.8,1,43.7946,-120.654,N 43° 47.6769',W 120° 39.237',2932,63739,4112,63739,2932,4112,0,1.39096e-307,1.39067e-307
00:01:09:047,,29601,-168.501,2.10071e+06,65292,1,43.7949,-120.654,N 43° 47.6936',W 120° 39.242',2229,62889,4339,62889,2229,4339,0,1.39096e-307,1.39067e-307
00:01:10:048,,29439.5,-161.46,2.1081e+06,65521.8,1,43.7952,-120.654,N 43° 47.714',W 120° 39.2489',1883,62069,4452,62069,1883,4452,0,1.39096e-307,1.39067e-307
00:01:11:061,,29299.3,-140.146,2.12466e+06,66036.5,1,43.7956,-120.654,N 43° 47.7367',W 120° 39.2514',2050,61807,4083,61807,2050,4083,0,1.39096e-307,1.39067e-307
00:01:12:070,,29159.1,-140.243,2.08812e+06,64900.9,1,43.796,-120.654,N 43° 47.7593',W 120° 39.2486',1580,62304,3043,62304,1580,3043,0,1.39096e-307,1.39067e-307
00:01:13:081,,29017.1,-142.011,2.11179e+06,65636.6,1,43.7963,-120.654,N 43° 47.7784',W 120° 39.2447',1563,62906,3847,62906,1563,3847,0,1.39096e-307,1.39067e-307
00:01:14:097,,28859.2,-157.912,2.10215e+06,65336.9,1,43.7966,-120.654,N 43° 47.7943',W 120° 39.2455',1648,62773,4255,62773,1648,4255,0,1.39096e-307,1.39067e-307
00:01:15:114,,28713.8,-145.374,401813,12488.7,1,43.7969,-120.654,N 43° 47.8122',W 120° 39.2516',1584,63191,3510,63191,1584,3510,0,1.39096e-307,1.39067e-307
00:01:16:131,,28575.8,-137.984,387066,12030.4,1,43.7972,-120.654,N 43° 47.8342',W 120° 39.2565',1231,63489,4326,63489,1231,4326,0,1.39096e-307,1.39067e-307
00:01:17:147,,28414,-161.848,433159,13463,1,43.7976,-120.654,N 43° 47.8581',W 120° 39.2551',1360,63769,4304,63769,1360,4304,0,1.39096e-307,1.39067e-307
00:01:18:163,,28283.3,-130.724,2.1266e+06,66097,1,43.798,-120.654,N 43° 47.8788',W 120° 39.2487',1332,63382,4567,63382,1332,4567,0,1.39096e-307,1.39067e-307
00:01:19:164,,28151.6,-131.702,2.12163e+06,65942.5,1,43.7983,-120.654,N 43° 47.8957',W 120° 39.245',807,64099,5322,64099,807,5322,0,1.39096e-307,1.39067e-307
00:01:20:180,,27989,-162.502,2.10654e+06,65473.3,1,43.7985,-120.654,N 43° 47.9122',W 120° 39.2449',134,63410,4313,63410,134,4313,0,1.39096e-307,1.39067e-307
00:01:21:197,,27869.2,-119.822,442605,13756.6,1,43.7989,-120.654,N 43° 47.9344',W 120° 39.2518',64617,64447,4222,64447,64617,4222,0,1.39096e-307,1.39067e-307
00:01:22:213,,27726.8,-142.437,2.1244e+06,66028.6,1,43.7993,-120.654,N 43° 47.9586',W 120° 39.2516',63418,63350,4314,63350,63418,4314,0,1.39096e-307,1.39067e-307
00:01:23:230,,27580.4,-146.439,428869,13329.7,1,43.7997,-120.654,N 43° 47.982',W 120° 39.2449',63652,63433,4729,63433,63652,4729,0,1.39096e-307,1.39067e-307
00:01:24:246,,27424.5,-155.897,2.13433e+06,66337.1,1,43.8,-120.654,N 43° 48.0022',W 120° 39.2401',63510,63360,4247,63360,63510,4247,0,1.39096e-307,1.39067e-307
00:01:25:263,,27282,-142.435,2.13824e+06,66458.5,1,43.8003,-120.654,N 43° 48.0189',W 120° 39.2417',63172,62918,4364,62918,63172,4364,0,1.39096e-307,1.39067e-307
