588.256,,,,,,,,,,,-13.9375,28.625,58.125,,,,,,,,,,,,,,,,,,-1.02922,-0.0342569,-0.040806
588.893,,,,,,,,,,,485.938,-505.188,-218.375,,,,,,,,,,,,,,,,,,-1.03073,-0.031738,-0.0413098
588.574,,,,,,,,,,,-132,119.563,39.25,,,,,,,,,,,,,,,,,,-1.02872,-0.0347607,-0.0418136
588.893,,,,,,,,,,,-151.75,-110.063,-215.563,,,,,,,,,,,,,,,,,,-1.03023,-0.0352645,-0.0433249
588.893,,,,,,,,,,,9.0625,-43.625,-326.938,,,,,,,,,,,,,,,,,,-1.03023,-0.0312343,-0.0433249
587.937,,,,,,,,,,,-31.0625,344.5,61.5625,,,,,,,,,,,,,,,,,,-1.03174,-0.0337531,-0.0397985
588.256,,,,,,,,,,,-138.75,-48.75,21.9375,,,,,,,,,,,,,,,,,,-1.03325,-0.0327456,-0.0332494
588.574,,,,,,,,,,,-1092.5,-96.625,526.375,,,,,,,,,,,,,,,,,,-1.03224,-0.0327456,-0.0377834
588.574,,,,,,,,,,,-50.8125,-119,-381.813,,,,,,,,,,,,,,,,,,-1.02922,-0.0297229,-0.0372796
589.211,,,,,,,,,,,793.563,-146.938,25.875,,,,,,,,,,,,,,,,,,-1.03224,-0.0332494,-0.0403023
589.211,,,,,,,,,,,-24.0625,-240,-198.063,,,,,,,,,,,,,,,,,,-1.03325,-0.0302267,-0.0413098
588.574,,,,,,,,,,,-94.375,-211.5,-303,,,,,,,,,,,,,,,,,,-1.03224,-0.0327456,-0.0413098
589.53,,,,,,,,,,,165.438,41.8125,-302.563,,,,,,,,,,,,,,,,,,-1.03174,-0.031738,-0.0387909
588.256,,,,,,,,,,,-171.688,-114.563,-313.688,,,,,,,,,,,,,,,,,,-1.02922,-0.0327456,-0.0367758
587.937,,,,,,,,,,,-1108.81,90.1875,-71.1875,,,,,,,,,,,,,,,,,,-1.02922,-0.0312343,-0.0387909
587.937,,,,,,,,,,,-71.1875,-160.813,-181,,,,,,,,,,,,,,,,,,-1.03426,-0.0292191,-0.0433249
588.574,,,,,,,,,,,-206.875,-2,-208.5,,,,,,,,,,,,,,,,,,-1.03174,-0.0327456,-0.0392947
618.217,,,,,,,,,,,185.625,-115.75,-286.438,,,,,,,,,,,,,,,,,,-11.5678,-1.74761,-0.174307
925.771,,,,,,,,,,,111.125,58.25,-322.688,,,,,,,,,,,,,,,,,,-11.7778,0.126952,-0.339043
1344.29,,,,,,,,,,,-632.313,37.125,120,,,,,,,,,,,,,,,,,,-12.2816,0.143073,-0.326448
2002.21,,,,,,,,,,,85.0625,-84.375,-287.188,,,,,,,,,,,,,,,,,,-11.9688,-0.56272,-0.116877
2683.18,,,,,,,,,,,-300.813,-173.125,-351.188,,,,,,,,,,,,,,,,,,-8.59547,-0.0554156,-0.201008
3390.55,,,,,,,,,,,-283,25.9375,-191.813,,,,,,,,,,,,,,,,,,-3.91385,0.203526,0.120907
4282.86,,,,,,,,,,,-508.438,31.5625,-359.188,,,,,,,,,,,,,,,,,,-0.43073,0.11335,-0.00906801
5453.31,,,,,,,,,,,-383.75,-40.4375,-393.5,,,,,,,,,,,,,,,,,,0.915365,0.0594458,-0.0821159
6965.36,,,,,,,,,,,24.3125,125.5,-109,,,,,,,,,,,,,,,,,,1.64181,0.0664987,-0.0493703
8391.18,,,,,,,,,,,-14.875,112.375,-276.375,,,,,,,,,,,,,,,,,,1.74156,-0.0770781,-0.186398
9830.51,,,,,,,,,,,-73,5.4375,-348.938,,,,,,,,,,,,,,,,,,1.62166,0.134509,-0.088665
14204.2,,,,,,,,,,,334,150.75,109.188,,,,,,,,,,,,,,,,,,1.06096,0.0463476,-0.0161209
15535.1,,,,,,,,,,,-1222.75,78.1875,157.063,,,,,,,,,,,,,,,,,,0.926448,0.0282116,-0.031738
18848.1,,,,,,,,,,,-935.563,-422.438,59.5,,,,,,,,,,,,,,,,,,0.483123,-0.0100756,-0.0589421
20664.1,,,,,,,,,,,-924.313,64,-197.875,,,,,,,,,,,,,,,,,,0.467003,-0.0302267,0
21544.1,,,,,,,,,,,309.563,207.188,-366.438,,,,,,,,,,,,,,,,,,0.60403,0.230227,-0.0322418
22356.4,,,,,,,,,,,-199.438,168,-233.813,,,,,,,,,,,,,,,,,,0.493199,-0.0710327,0.292695
23326.8,,,,,,,,,,,591.438,-448.875,-374.375,,,,,,,,,,,,,,,,,,0.390428,-0.643829,0.25995
24073.4,,,,,,,,,,,44.625,-180.063,-250.813,,,,,,,,,,,,,,,,,,0.254912,-0.835264,0.509824
24723.3,,,,,,,,,,,111.125,78.25,-286.438,,,,,,,,,,,,,,,,,,0.182368,-0.386902,0.363224
25915.6,,,,,,,,,,,-11.875,62.875,-205,,,,,,,,,,,,,,,,,,0.143577,-0.148615,0.0644836
26418.5,,,,,,,,,,,100.125,-65,-245.625,,,,,,,,,,,,,,,,,,0.118892,-0.0649874,0.0261965
26913.3,,,,,,,,,,,-41.125,146.438,-136.688,,,,,,,,,,,,,,,,,,0.100252,-0.0685139,0.00352645
27345.1,,,,,,,,,,,195,-32.375,-296.063,,,,,,,,,,,,,,,,,,0.0806045,-0.0387909,-0.00503778
27749,,,,,,,,,,,24.375,-16.6875,-93.25,,,,,,,,,,,,,,,,,,0.0644836,-0.02267,-0.0216625
28456.8,,,,,,,,,,,-37.6875,-50.25,-79.0625,,,,,,,,,,,,,,,,,,0.0503778,-0.0241814,-0.0166247
28761.2,,,,,,,,,,,-8.5,-60.3125,-283.5,,,,,,,,,,,,,,,,,,0.0397985,-0.0211587,-0.0292191
29031.5,,,,,,,,,,,348.063,-158.375,-390.125,,,,,,,,,,,,,,,,,,0.0302267,-0.0171285,-0.0241814
29280.1,,,,,,,,,,,-50.0625,-41.875,-172.563,,,,,,,,,,,,,,,,,,0.0256927,-0.0156171,-0.0267003
29489.4,,,,,,,,,,,-881,89.5625,-155.375,,,,,,,,,,,,,,,,,,0.0186398,-0.00806045,-0.0327456
29649,,,,,,,,,,,94.1875,-128.563,-34.375,,,,,,,,,,,,,,,,,,0.0141058,-0.0146096,-0.027204
29779.4,,,,,,,,,,,206.188,-349.625,-66.4375,,,,,,,,,,,,,,,,,,0.0100756,-0.0141058,-0.0322418
29936.4,,,,,,,,,,,-74.5,-30.375,-244.438,,,,,,,,,,,,,,,,,,0.0125945,-0.00906801,-0.0241814
29971.1,,,,,,,,,,,470.375,118.875,-237.938,,,,,,,,,,,,,,,,,,0.0161209,-0.0176322,-0.0191436
29967.6,,,,,,,,,,,-1262.06,-268.688,-275.938,,,,,,,,,,,,,,,,,,0.0256927,-0.0231738,-0.0337531
29965,,,,,,,,,,,-930.375,205.313,316.75,,,,,,,,,,,,,,,,,,14.1612,-5.97078,-16.5073
29907.9,,,,,,,,,,,-513.125,109.938,-190.625,,,,,,,,,,,,,,,,,,-0.590932,-0.247355,0.295214
