Time----------,Event----------,Altitude----------,Velocity----------,Acceleration----------,Latitude----------,Longitude----------,GyroX----------,GyroY----------,GyroZ----------,Pitch Rate----------,Roll Rate----------,Yaw Rate----------,MagX----------,MagY----------,MagZ----------
-00:00:32:266,,80007.3,0,86978.9,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',63,65525,3,2,0,1,0,4.34378e-311,8.46809e-313
-00:00:33:283,,80007.3,0,86993,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65524,3,-1,-1,0,0,4.34378e-311,8.46809e-313
-00:00:34:299,,80007.3,0,86978.6,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65525,1,0,1,-2,0,4.34378e-311,8.46809e-313
-00:00:35:300,,80007.3,0,86989.9,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',61,65525,2,-1,0,1,0,4.34378e-311,8.46809e-313
-00:00:36:316,,80007.3,0,86985.5,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65524,3,1,-1,1,0,4.34378e-311,8.46809e-313
-00:00:37:317,,80007.3,0,86981.8,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65525,2,0,1,-1,0,4.34378e-311,8.46809e-313
-00:00:38:319,,80007.3,0,86990,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65525,2,0,0,0,0,4.34378e-311,8.46809e-313
-00:00:39:334,,80007.3,0,86979.1,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',60,65525,2,-2,0,0,0,4.34378e-311,8.46809e-313
-00:00:40:351,,80007.3,0,86983.3,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',62,65525,2,2,0,0,0,4.34378e-311,8.46809e-313
-00:00:41:353,,80007.3,0,108846,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',112,65510,65531,50,-15,65529,0,4.34378e-311,8.46809e-313
-00:00:42:367,,80007.3,0,85840.5,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',63290,3305,65361,63178,-62205,-170,0,4.34378e-311,8.46809e-313
-00:00:43:384,,80007.3,0,84574,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',381,635,65321,-62909,-2670,-40,0,4.34378e-311,8.46809e-313
-00:00:44:400,,80007.3,0,86305.5,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',63489,64030,64968,63108,63395,-353,0,4.34378e-311,8.46809e-313
-00:00:45:416,,80007.3,0,85403.1,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',1655,1678,18,-61834,-62352,-64950,0,4.34378e-311,8.46809e-313
-00:00:46:417,,80007.3,0,88943.7,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',25,61975,64988,-1630,60297,64970,0,4.34378e-311,8.46809e-313
-00:00:47:433,,80007.3,0,84722,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',64781,3181,919,64756,-58794,-64069,0,4.34378e-311,8.46809e-313
-00:00:48:450,,80007.3,0,58536.8,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',258,65147,87,-64523,61966,-832,0,4.34378e-311,8.46809e-313
-00:00:49:466,,80007.3,0,58184.4,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',134,65469,65467,-124,322,65380,0,4.34378e-311,8.46809e-313
-00:00:50:483,,80007.3,0,57568.4,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',410,64377,47,276,-1092,-65420,0,4.34378e-311,8.46809e-313
-00:00:51:500,,80007.3,0,87090.1,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',70,65470,16,-340,1093,-31,0,4.34378e-311,8.46809e-313
-00:00:52:501,,80007.3,0,87051.7,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',137,65524,65518,67,54,65502,0,4.34378e-311,8.46809e-313
-00:00:53:503,,80007.3,0,87009.4,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',104,24,14,-33,-65500,-65504,0,4.34378e-311,8.46809e-313
-00:00:54:504,,80007.3,0,86954.5,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65525,65389,12,65421,65365,-2,0,4.34378e-311,8.46809e-313
-00:00:55:505,,80007.3,0,86916.9,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',70,74,53,-65455,-65315,41,0,4.34378e-311,8.46809e-313
-00:00:56:506,,80007.3,0,87079.1,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',102,21,65437,32,-53,65384,0,4.34378e-311,8.46809e-313
-00:00:57:507,,80007.3,0,106367,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65387,65348,65424,65285,65327,-13,0,4.34378e-311,8.46809e-313
-00:00:58:508,,80007.3,0,106249,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',64818,142,65295,-569,-65206,-129,0,4.34378e-311,8.46809e-313
-00:00:59:509,,80007.3,0,86390.3,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',105,58,65114,-64713,-84,-181,0,4.34378e-311,8.46809e-313
-00:01:00:510,,80007.3,0,86649.2,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65294,65251,26,65189,65193,-65088,0,4.34378e-311,8.46809e-313
-00:01:01:511,,80007.3,0,86915.8,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',31,300,221,-65263,-64951,195,0,4.34378e-311,8.46809e-313
-00:01:02:512,,80007.3,0,87043.9,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65442,65445,6,65411,65145,-215,0,4.34378e-311,8.46809e-313
-00:01:03:513,,80007.3,0,57422.3,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65467,65459,8,25,14,2,0,4.34378e-311,8.46809e-313
-00:01:04:514,,80007.3,0,87000.2,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',66,65495,34,-65401,36,26,0,4.34378e-311,8.46809e-313
-00:01:05:516,,80007.3,0,87083.7,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65459,64908,65459,65393,-587,65425,0,4.34378e-311,8.46809e-313
-00:01:06:534,,80007.3,0,108547,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',133,65529,65508,-65326,621,49,0,4.34378e-311,8.46809e-313
-00:01:07:549,,80007.3,0,108571,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',121,65520,26,-12,-9,-65482,0,4.34378e-311,8.46809e-313
-00:01:08:550,,80007.3,0,108653,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',63,65517,65533,-58,-3,65507,0,4.34378e-311,8.46809e-313
-00:01:09:566,,80007.3,0,108648,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',39,65502,65459,-24,-15,-74,0,4.34378e-311,8.46809e-313
-00:01:10:583,,80007.3,0,108646,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65523,65499,6,65484,-3,-65453,0,4.34378e-311,8.46809e-313
-00:01:11:599,,80007.3,0,108417,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',81,65501,81,-65442,2,75,0,4.34378e-311,8.46809e-313
-00:01:12:600,,80007.3,0,108464,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',84,18,65514,3,-65483,65433,0,4.34378e-311,8.46809e-313
-00:01:13:617,,80007.3,0,107010,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',792,64020,165,708,64002,-65349,0,4.34378e-311,8.46809e-313
-00:01:14:634,,80007.3,0,106708,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65186,190,323,64394,-63830,158,0,4.34378e-311,8.46809e-313
-00:01:15:650,,80007.3,0,86899,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',65077,1016,65240,-109,826,64917,0,4.34378e-311,8.46809e-313
-00:01:16:666,,80007.3,0,84693.7,40.0651,-105.21,N 40° 3.9039',W 105° 12.5792',921,492,65441,-64156,-524,201,0,4.34378e-311,8.46809e-313
